Track(i,j),NewTracks
1 --> 3,1
1 --> 4,0
1 --> 8,0
2 --> 5,3
3 --> 5,0
3 --> 7,0
3 --> 14,0
4 --> 6,0
4 --> 8,1
4 --> 12,0
5 --> 7,0
5 --> 14,1
6 --> 7,1
6 --> 9,2
6 --> 15,1
7 --> 13,0
8 --> 9,0
9 --> 10,2
10 --> 11,1
12 --> 15,0
13 --> 14,0
14 --> 15,0
